image,summary_wikipedia,eventLabel,date,event,label,article,participants,article_en
http://commons.wikimedia.org/wiki/Special:FilePath/Mapa%20de%20la%20guerra%20civil%20Inca%2C%20Atahualpa%20al%20norte%20y%20Hu%C3%A1scar%20al%20sur.png,"The Inca Civil War, also known as the Inca Dynastic War, the Inca War of Succession, or, sometimes,  the War of the Two Brothers, was fought between half-brothers Huáscar and Atahualpa, sons of Huayna Capac, over succession to the throne of the Inca Empire.: 146–149  The war followed Huayna Capac's death.
It began in 1529, and lasted until 1532. Huáscar initiated the war; appointed as king and claiming the throne, he wanted to defeat Atahualpa's competition. Atahualpa was tactically superior to his brother in warcraft and to the mighty armies of Cuzco, which their father had stationed in the north part of the empire during the military campaign. Accounts from sources all vary in the exact details. Following Atahualpa's victory, Spanish forces led by Francisco Pizarro invaded this region. He ultimately captured and killed Atahualpa, after receiving a ransom that was purportedly to free him.",Inca Civil War,1532-04-01T00:00:00Z,http://www.wikidata.org/entity/Q1763918,,,,https://en.wikipedia.org/wiki/Inca_Civil_War
http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Huysmans%201.jpg,"The 1860 civil conflict in Mount Lebanon and Damascus (also called the 1860 Syrian Civil War) was a civil conflict in Mount Lebanon during Ottoman rule in 1860–1861 fought mainly between the local Druze and Christians. Following decisive Druze victories and massacres against the Christians, the conflict spilled over into other parts of Ottoman Syria, particularly Damascus, where thousands of Christian residents were killed by Muslim and Druze militiamen. The fighting precipitated a French-led international military intervention.",1860 civil conflict in Mount Lebanon and Damascus,1860-07-11T00:00:00Z,http://www.wikidata.org/entity/Q3772246,,,,https://en.wikipedia.org/wiki/1860_civil_conflict_in_Mount_Lebanon_and_Damascus
http://commons.wikimedia.org/wiki/Special:FilePath/Bitwa%20pod%20Parkanami.jpg,,Polish–Ottoman War of 1683–99,1683-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1132994,,,,https://en.wikipedia.org/wiki/Polish–Ottoman_War_(1683–1699)
http://commons.wikimedia.org/wiki/Special:FilePath/Ireland%20medieval%20location%20map-es.svg,"The Anglo-Norman invasion of Ireland took place during the late 12th century, when Anglo-Normans gradually conquered and acquired large swathes of land from the Irish, over which the kings of England then claimed sovereignty, all allegedly sanctioned by the papal bull Laudabiliter. At the time, Gaelic Ireland was made up of several kingdoms, with a High King claiming lordship over most of the other kings. The Norman invasion was a watershed in Ireland's history, marking the beginning of more than 800 years of direct English and, later, British, conquest and colonialism in Ireland.
In May 1169, Anglo-Norman mercenaries landed in Ireland at the request of Diarmait mac Murchada (Dermot MacMurragh), the deposed King of Leinster, who sought their help in regaining his kingship. They achieved this within weeks and raided neighbouring kingdoms. This military intervention was sanctioned by King Henry II of England. In return, Diarmait had sworn loyalty to Henry and promised land to the Normans.
In 1170, there were further Norman landings, led by the Earl of Pembroke, Richard ""Strongbow"" de Clare. They seized the important Norse-Irish towns of Dublin and Waterford, and Strongbow married Diarmait's daughter Aoífe. Diarmait died in May 1171 and Strongbow claimed Leinster, which Diarmait had promised him. Led by High King Ruaidrí Ua Conchobair (Rory O'Conor), a coalition of most of the Irish kingdoms besieged Dublin, while Norman-held Waterford and Wexford were also attacked. However, the Normans managed to hold most of their territory.
In October 1171, King Henry landed with a large army to assert control over both the Anglo-Normans and the Irish. This intervention was supported by the Roman Catholic Church, who saw it as a means of ensuring Irish religious reform, and a source of taxes. At the time, Irish marriage laws conflicted with those of the broader Church, and the Gregorian Reform had not been fully implemented. Henry granted Strongbow Leinster as a fiefdom, declared the Norse-Irish towns to be crown land, and arranged the synod of Cashel to reform the Irish church.  Many Irish kings also submitted to him, likely in the hope that he would curb Norman expansion, but Henry granted the unconquered kingdom of Meath to Hugh de Lacy. After Henry's departure in 1172, fighting between the Normans and Irish continued.
The 1175 Treaty of Windsor acknowledged Henry as overlord of the conquered territory and Ruaidrí as overlord of the remainder of Ireland, with Ruaidrí also swearing fealty to Henry. The Treaty soon collapsed: Norman lords continued to invade Irish kingdoms and the Irish continued to attack the Normans. In 1177, Henry adopted a new policy. He declared his son John to be the ""Lord of Ireland"" (i.e. claiming the whole island) and authorised the Norman lords to conquer more land. The territory they held became the Lordship of Ireland, part of the Angevin Empire. The Normans' success has been attributed to military superiority and castle-building, the lack of a unified opposition from the Irish and the support of the church for Henry's intervention.",Norman invasion of Ireland,1169-01-01T00:00:00Z,http://www.wikidata.org/entity/Q901714,,,,https://en.wikipedia.org/wiki/Anglo-Norman_invasion_of_Ireland
http://commons.wikimedia.org/wiki/Special:FilePath/Kampene%20ved%20Skotterud.jpg,"The Swedish–Norwegian War, also known as the Campaign against Norway (Swedish: Fälttåget mot Norge), War with Sweden 1814 (Norwegian: Krigen med Sverige 1814), or the Norwegian War of Independence, was a war fought between Sweden and Norway in the summer of 1814. The war resulted in a compromise, with Norway being forced into the United Kingdoms of Sweden and Norway, a union with Sweden under the Swedish king Charles XIII, but with Norway having its own constitution and parliament. The war marked the last time Sweden participated in an armed conflict with another nation, and its conclusion signalled the beginning of the country's long period of military neutrality.",Swedish-Norwegian War,1814-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1780850,,,"['Kingdom of Norway (1814)', ' Sweden']",https://en.wikipedia.org/wiki/Swedish–Norwegian_War
http://commons.wikimedia.org/wiki/Special:FilePath/Gazastrook%20Nederlandstalige%20kaart.svg,,Gaza War,2008-12-27T00:00:00Z,http://www.wikidata.org/entity/Q170682,,,"['Fatah', ' Gaza Strip', ' Islamic Jihad Movement in Palestine', ' Hamas', ' Israel', ' Popular Front for the Liberation of Palestine']",https://en.wikipedia.org/wiki/Gaza_War_(2008–2009)
http://commons.wikimedia.org/wiki/Special:FilePath/Lisa%20von%20L%C3%BCbeck%20-%20Photo%20by%20Doris%20Sch%C3%BCtz.jpg,,Anglo-Hanseatic War,1469-01-01T00:00:00Z,http://www.wikidata.org/entity/Q442268,,,"['Hanseatic League', ' Kingdom of England']",https://en.wikipedia.org/wiki/Anglo-Hanseatic_War
http://commons.wikimedia.org/wiki/Special:FilePath/S.%20V.%20Ivanov.%20At%20the%20guarding%20border%20of%20the%20Moscow%20state.%20%281907%29.jpg,,Crimean-Russian Wars,1570-01-01T00:00:00Z,http://www.wikidata.org/entity/Q923852,,,"['Grand Duchy of Moscow', ' Crimean Tatars']",https://en.wikipedia.org/wiki/Russo-Crimean_Wars
http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D1%83%D0%B4%D0%BE%D0%B2%D1%81%D0%BA%D0%BE-%D0%B9%D0%B5%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%BE%D0%BD%D1%84%D0%BB%D0%B8%D0%BA%D1%82.png,"The Houthi–Saudi Arabian conflict is an ongoing armed conflict between the Royal Saudi Armed Forces and Iran-backed Yemeni Houthi forces that has been taking place in the Arabian Peninsula, including the southern Saudi regions of Asir, Jizan, and Najran, and northern Yemeni governorates of Saada, Al Jawf, and Hajjah, since the onset of the Saudi Arabian-led intervention in Yemen in 2015.
Over the course of the conflict the Houthis have carried out attacks on military bases and outposts in Saudi Arabia.

",Houthi–Saudi Arabian conflict,2015-04-02T00:00:00Z,http://www.wikidata.org/entity/Q20896823,,,,https://en.wikipedia.org/wiki/Houthi–Saudi_Arabian_conflict
http://commons.wikimedia.org/wiki/Special:FilePath/S-b%20war%20painting%20by%20Antoni%20Piotrowski.jpg,,Serbo-Bulgarian War,1885-11-28T00:00:00Z,http://www.wikidata.org/entity/Q740791,,,,https://en.wikipedia.org/wiki/Serbo-Bulgarian_War
http://commons.wikimedia.org/wiki/Special:FilePath/The%20Battle%20of%20Culloden.jpg,"The Jacobite rising of 1745, also known as the Forty-five Rebellion or simply the '45 (Scottish Gaelic: Bliadhna Theàrlaich, [ˈpliən̪ˠə ˈhjaːrˠl̪ˠɪç], lit. 'The Year of Charles'), was an attempt by Charles Edward Stuart to regain the British throne for his father, James Francis Edward Stuart. It took place during the War of the Austrian Succession, when the bulk of the British Army was fighting in mainland Europe, and proved to be the last in a series of revolts that began in 1689, with major outbreaks in 1708, 1715 and 1719.
Charles launched the rebellion on 19 August 1745 at Glenfinnan in the Scottish Highlands, capturing Edinburgh and winning the Battle of Prestonpans in September. At a council in October, the Scots agreed to invade England after Charles assured them of substantial support from English Jacobites and a simultaneous French landing in Southern England. On that basis, the Jacobite army entered England in early November, but neither of these assurances proved accurate. On reaching Derby on 4 December, they halted to discuss future strategy.
Similar discussions had taken place at Carlisle, Preston and Manchester and many felt they had gone too far already. The invasion route had been selected to cross areas considered strongly Jacobite in sympathy, but the promised English support failed to materialise. With several government armies marching on their position, they were outnumbered and in danger of being cut off. The decision to retreat was supported by the vast majority, but caused an irretrievable split between Charles and his Scots supporters. Despite victory at Falkirk Muir in January 1746, defeat at Culloden in April ended the Rebellion. Charles escaped to France, but was unable to win support for another attempt, and died in Rome in 1788.",Jacobite rising of 1745,1746-04-20T00:00:00Z,http://www.wikidata.org/entity/Q1049945,Jacobite rising of 1745,https://en.wikipedia.org/wiki/Jacobite_rising_of_1745,,https://en.wikipedia.org/wiki/Jacobite_rising_of_1745
http://commons.wikimedia.org/wiki/Special:FilePath/Ethnoreligious%20Iraq.svg,"The Iraqi civil war was a civil war fought mainly between the Iraqi government along with American-led coalition forces and various sectarian armed groups, mainly Islamic State of Iraq and the Mahdi Army, from 2006 to 2008. In February 2006, the anti-American insurgency escalated into a sectarian civil war after the bombing of Al-Askari shrine, considered as a holy site in Twelver Shi'ism. US President George W. Bush and Iraqi officials accused Al-Qaeda in Iraq of orchestrating the bombing, although AQI publicly rejected any links to the attacks. The incident set off a wave of reprisals by Shia militants on Sunni civilians, followed by Sunni counterattacks on Shia civilians.The UN Secretary General stated in September 2006 that if patterns of discord and violence continued to prevail, the Iraqi state was in danger of breaking up. In a 10 January 2007 address, President George W. Bush stated that ""80% of Iraq's sectarian violence occurs within 30 miles (48 km) of the capital. This violence is splitting Baghdad into sectarian enclaves, and shakes the confidence of all Iraqis."". The conflict escalated over the next several months until by late 2007, the National Intelligence Estimate described the conflict as having elements of a civil war. In 2008, during the Sunni Awakening and the U.S. troop surge, violence declined dramatically. However, an insurgency by ISI continued to plague Iraq following the U.S. withdrawal from the country in late 2011. In June 2014 the Islamic State of Iraq and the Levant, the successor of Islamic State of Iraq, launched a major military offensive in Iraq and declared a self-proclaimed worldwide Islamic caliphate, leading to another full-scale war in Iraq from 2013 to 2017 in which Iraq declared full victory against the terrorist group.In October 2006, the Office of the United Nations High Commissioner for Refugees (UNHCR) and the Iraqi government estimated that more than 370,000 Iraqis had been displaced since the 2006 bombing of the al-Askari Mosque, bringing the total number of Iraqi refugees to more than 1.6 million. By 2008, the UNHCR raised the estimate of refugees to a total of about 4.7 million (~16% of the population). The number of refugees estimated abroad was 2 million (a number close to CIA projections) and the number of internally displaced people was 2.7 million. The Red Cross stated in 2008 that Iraq's humanitarian situation was among the most critical in the world, with millions of Iraqis forced to rely on insufficient and poor-quality water sources.According to the Failed States Index, produced by Foreign Policy magazine and the Fund for Peace, Iraq was one of the world's top 5 unstable states from 2005 to 2008.

",Iraqi Civil War (2006–2008),2006-02-22T00:00:00Z,http://www.wikidata.org/entity/Q17183365,,,,https://en.wikipedia.org/wiki/Iraqi_civil_war_(2006–2008)
http://commons.wikimedia.org/wiki/Special:FilePath/John%20of%20England%20vs%20Louis%20VIII%20of%20France.jpg,"The First Barons' War (1215–1217) was a civil war in the Kingdom of England in which a group of rebellious major landowners (commonly referred to as barons) led by Robert Fitzwalter waged war against King John of England. The conflict resulted from King John's disastrous wars against King Philip II of France, which led to the collapse of the Angevin Empire, and John's subsequent refusal to accept and abide by the Magna Carta, which John had sealed on 15 June 1215.
The rebellious barons, faced with an uncompromising king, turned to King Philip's son, Louis, who, in 1216, then sailed to England with an army despite his father's disapproval, as well as the pope's, who subsequently excommunicated him. Louis captured Winchester and soon controlled over half of the English kingdom. He was proclaimed ""King of England"" in London by the barons, although never actually crowned.
Louis's ambitions of ruling England faced a major setback in October 1216, when John's death led to the rebellious barons deserting him in favour of John's nine-year-old son, Henry III, and the war dragged on. Louis's army was finally beaten at the Battle of Lincoln on 20 May 1217. Also, after a fleet assembled by his wife, Blanche of Castile, attempted to bring him French reinforcements but was defeated off the coast of Sandwich on 24 August 1217, he was forced to make peace on English terms. He signed the Treaty of Lambeth and surrendered the few remaining castles that he held. The treaty had the effect of Louis agreeing he had never been the legitimate king of England. That formalised the end of the civil war and the departure of the French from England.",First Barons' War,1215-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2086498,,,,https://en.wikipedia.org/wiki/First_Barons'_War
http://commons.wikimedia.org/wiki/Special:FilePath/Bachok%20Beach.jpg,"The Battle of Kota Bharu began just after midnight on 8 December 1941 (local time) before the attack on Pearl Harbor. It was the first major battle of the Pacific War, and was fought between ground forces of the British Indian Army and the Empire of Japan.
Kota Bharu, the capital of Kelantan State on Malaysia's northeast coast, was, in 1941, the Royal Air Force's (RAF) and Royal Australian Air Force's (RAAF) base of operations in Northern Malaya. There was an airstrip at Kota Bharu and two more at Gong Kedak and Machang. Japanese losses were significant because of sporadic Australian air attacks, Indian coastal defences, and artillery fire.",Battle of Kota Bharu,1941-12-08T00:00:00Z,http://www.wikidata.org/entity/Q1995675,,,,https://en.wikipedia.org/wiki/Battle_of_Kota_Bharu
http://commons.wikimedia.org/wiki/Special:FilePath/Sucre1.jpg,"The Bolivian war of independence (1809–1825) began with the establishment of government juntas in Sucre and La Paz, after the Chuquisaca Revolution and La Paz revolution. These Juntas were defeated shortly after, and the cities fell again under Spanish control. The May Revolution of 1810 ousted the viceroy in Buenos Aires, which established its own junta. Buenos Aires sent three large military expeditions to Upper Peru, headed by Juan José Castelli, Manuel Belgrano and José Rondeau, but the royalists ultimately prevailed over each one. However, the conflict grew into a guerrilla war, the War of the Republiquetas, preventing the royalists from strengthening their presence. After Simón Bolívar and Antonio José de Sucre defeated the royalists in northern South America, Sucre led a campaign that was to defeat the royalists in Charcas for good when the last royalist general, Pedro Antonio Olañeta, suffered death and defeat at the hands of his own defected forces at the Battle of Tumusla. Bolivian independence was proclaimed on 6 August 1825.",Bolivian War of Independence,1809-05-25T00:00:00Z,http://www.wikidata.org/entity/Q68475,,,,https://en.wikipedia.org/wiki/Bolivian_War_of_Independence
http://commons.wikimedia.org/wiki/Special:FilePath/Defensa%20de%20Montevideo.jpg,"The Uruguayan Civil War, also known in Spanish as the Guerra Grande (""Great War""), was a series of armed conflicts between the leaders of Uruguayan independence. While officially the war lasted from 1839 until 1851, it was a part of armed conflicts that started in 1832 and continued until the final military defeat of the Blancos faction in 1904.
Supporters of the two opposing presidents Rivera and Oribe formed two political parties: the Colorado Party and the National Party, both of which received backing and support from foreign sources, including neighboring Empire of Brazil, the Argentine Confederation, Buenos Aires Province as well as European powers, primarily the British Empire and the Kingdom of France, but also a legion of Italian volunteers including Giuseppe Garibaldi. The great diversity of nationalities among the military forces supporting the Colorado Party posed difficulties in arguing for their struggle in terms of a ""national liberation""; instead, the Colorado Party side argued that they were defending ""humanity"" and ""civilization"" against ""tyranny"".",Uruguayan Civil War,1839-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2672972,,,,https://en.wikipedia.org/wiki/Uruguayan_Civil_War
http://commons.wikimedia.org/wiki/Special:FilePath/HekeFlagstaff.jpg,"The Flagstaff War, also known as  Heke's War, Hōne Heke's Rebellion and the Northern War, was fought between 11 March 1845 and 11 January 1846 in and around the Bay of Islands, New Zealand. The conflict is best remembered for the actions of Hōne Heke who challenged the authority of the British by cutting down the flagstaff on Flagstaff Hill (Maiki Hill) at Kororāreka (now Russell). The flagstaff had been a gift from Hōne Heke to James Busby, the first British Resident. The Northern War involved many major actions, including the Battle of Kororāreka on 11 March 1845, the Battle of Puketutu on 8 May 1845, the Battle of Ōhaeawai on 23 June 1845 and the siege of Ruapekapeka Pā from 27 December 1845 to 11 January 1846.",Flagstaff War,1846-01-11T00:00:00Z,http://www.wikidata.org/entity/Q2470023,,,"['United Kingdom', ' Māori']",https://en.wikipedia.org/wiki/Flagstaff_War
http://commons.wikimedia.org/wiki/Special:FilePath/Asia%20minor%201140.jpg,"The Second Crusade (1145–1149) was the second major crusade launched from Europe. The Second Crusade was started in response to the fall of the County of Edessa in 1144 to the forces of Zengi. The county had been founded during the First Crusade (1096–1099) by King Baldwin I of Jerusalem in 1098. While it was the first Crusader state to be founded, it was also the first to fall.
The Second Crusade was announced by Pope Eugene III, and was the first of the crusades to be led by European kings, namely Louis VII of France and Conrad III of Germany, with help from a number of other European nobles. The armies of the two kings marched separately across Europe. After crossing Byzantine territory into Anatolia, both armies were separately defeated by the Seljuk Turks. The main Western Christian source, Odo of Deuil, and Syriac Christian sources claim that the Byzantine Emperor Manuel I Komnenos secretly hindered the crusaders' progress, particularly in Anatolia, where he is alleged to have deliberately ordered Turks to attack them. However, this alleged sabotage of the Crusade by the Byzantines was likely fabricated by Odo, who saw the Empire as an obstacle, and moreover Emperor Manuel had no political reason to do so.
Louis and Conrad and the remnants of their armies reached Jerusalem and participated in 1148 in an ill-advised attack on Damascus, which ended in their retreat. In the end, the crusade in the east was a failure for the crusaders and a victory for the Muslims. It would ultimately have a key influence on the fall of Jerusalem and give rise to the Third Crusade at the end of the 12th century.
While the Second Crusade failed to achieve its goals in the Holy Land, crusaders did see victories elsewhere. The most significant of these came to a combined force of 13,000 Flemish, Frisian, Norman, English, Scottish, and German crusaders in 1147. Travelling from England, by ship, to the Holy Land, the army stopped and helped the smaller (7,000) Portuguese army in the capture of Lisbon, expelling its Moorish occupants.",Second Crusade,1147-01-01T00:00:00Z,http://www.wikidata.org/entity/Q51654,,,"['Abbasid Caliphate', ' Nizari Ismaili state', ' Sultanate of Rum', ' Zengid dynasty', ' Fatimid Egypt Caliphate', ' Papal States', ' Duchy of Bohemia', ' Denmark', ' Order of Hospitallers', ' Republic of Pisa', ' Kingdom of Portugal', ' Order of Saint Lazarus', ' Knights Templars', ' Byzantine Empire', ' Kingdom of England', ' Republic of Genoa', ' Kingdom of Jerusalem', ' March of Styria', ' Holy Roman Empire', ' Kingdom of Sicily', ' Margraviate of Brandenburg', ' March of Montferrat', ' County of Savoy', ' Kingdom of Poland', ' Duchy of Burgundy', ' Duchy of Normandy', ' Principality of Antioch', ' County of Flanders', ' Equestrian Order of the Holy Sepulchre', ' Kingdom of León', ' Duchy of Bar']",https://en.wikipedia.org/wiki/Second_Crusade
http://commons.wikimedia.org/wiki/Special:FilePath/Invincible%20Armada.jpg,,Anglo-Spanish War,1585-01-01T00:00:00Z,http://www.wikidata.org/entity/Q430726,,,,https://en.wikipedia.org/wiki/Anglo-Spanish_War_(1585–1604)
http://commons.wikimedia.org/wiki/Special:FilePath/Combat%20naval%20en%20rade%20de%20Gondelour%2C%2020%20juin%201783.jpg,,Anglo-French War (1778–1783),1783-09-01T00:00:00Z,http://www.wikidata.org/entity/Q3651696,,,"['Kingdom of France', ' Great Britain']",https://en.wikipedia.org/wiki/Anglo-French_War_(1778–1783)
http://commons.wikimedia.org/wiki/Special:FilePath/Duke%20Mirko.jpg,,Montenegrin–Ottoman War (1861–62),1861-01-01T00:00:00Z,http://www.wikidata.org/entity/Q16724471,,,,https://en.wikipedia.org/wiki/Montenegrin–Ottoman_War_(1861–1862)
http://commons.wikimedia.org/wiki/Special:FilePath/Boers%201881.png,,Boer Wars,1899-10-11T00:00:00Z,http://www.wikidata.org/entity/Q1676845,,,"['South African Republic', ' British Empire']",https://en.wikipedia.org/wiki/Boer_Wars
http://commons.wikimedia.org/wiki/Special:FilePath/Majuba%20LondonNews.jpg,"The First Boer War (Afrikaans: Eerste Vryheidsoorlog, literally ""First Freedom War""),  was fought from 16 December 1880 until 23 March 1881 between the United Kingdom and Boers of the Transvaal (as the South African Republic was known while under British administration). The war resulted in a Boer victory and eventual independence of the South African Republic. The war is also known as the First Anglo–Boer War, the Transvaal War or the Transvaal Rebellion.

",First Boer War,1881-03-23T00:00:00Z,http://www.wikidata.org/entity/Q329203,,,"['Piet Joubert', ' British Empire', ' Piet Cronjé', ' George Pomeroy Colley', ' United Kingdom', ' South African Republic']",https://en.wikipedia.org/wiki/First_Boer_War
http://commons.wikimedia.org/wiki/Special:FilePath/Burning%20of%20the%20uss%20philadelphia.jpg,"The Barbary Wars were a series of two wars fought by the United States, Sweden, and the Kingdom of Sicily against the Barbary states (including Tunis, Algiers, and Tripoli) and Morocco of North Africa in the early 19th century. Sweden had been at war with the Tripolitans since 1800 and was joined by the newly independent US. The First Barbary War extended from 10 May 1801 to 10 June 1805, with the Second Barbary War lasting only three days, ending on 19 June 1815.
The wars were largely a reaction to piracy carried out by the Barbary states. Since the 16th century, North African pirates captured ships and even raided cities across the Mediterranean Sea. By the 19th century, pirate activity had declined, but Barbary pirates continued to demand tribute from American merchant vessels in the Mediterranean. Refusal to pay would result in the capturing of American ships and goods, and often the enslavement or ransoming of crew members.
After Thomas Jefferson became president of the US in March 1801, he sent a US Naval fleet to the Mediterranean to combat the Barbary pirates. The fleet bombarded numerous fortified cities in present-day Libya, Tunisia, and Algeria, ultimately extracting concessions of safe conduct from the Barbary states and ending the first war. 
During the War of 1812, with the encouragement of the United Kingdom, the Barbary corsairs resumed their attacks on American vessels. Following the conclusion of the War of 1812 and America's attainment of peace with Britain, James Madison, Jefferson's successor, directed military forces against the Barbary states in the Second Barbary War. Lasting only three days, the second conflict ended the need for further tributes by the United States, granted the U.S. full shipping rights in the Mediterranean Sea, and significantly reduced incidents of piracy in the region.",Barbary Wars,1805-07-18T00:00:00Z,http://www.wikidata.org/entity/Q807741,,,"['United States of America', "" 'Alawi dynasty"", ' Kingdom of Sicily', ' Ottoman Empire', ' Sweden']",https://en.wikipedia.org/wiki/Barbary_Wars
http://commons.wikimedia.org/wiki/Special:FilePath/Storck%2C%20Four%20Days%20Battle.jpg,,Second Anglo-Dutch War,1665-01-01T00:00:00Z,http://www.wikidata.org/entity/Q916495,,,,https://en.wikipedia.org/wiki/Second_Anglo-Dutch_War
http://commons.wikimedia.org/wiki/Special:FilePath/Kusunoki%20Masashige%20statue.jpg,"The Genkō War (元弘の乱, Genkō no Ran), also known as the Genkō Incident (元弘の變, Genkō no Hen), was a civil war fought in Japan between the Emperor Go-Daigo and the Kamakura Shogunate from 1331 to 1333. The Genkō War was named after Genkō, the Japanese era corresponding to the period of 1331 to 1334 when the war occurred.",Genkō War,1331-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1432624,,,,https://en.wikipedia.org/wiki/Genkō_War
http://commons.wikimedia.org/wiki/Special:FilePath/Conquista-de-M%C3%A9xico-por-Cort%C3%A9s-Tenochtitlan-Painting.png,"Indigenous rebellions in Mexico and Central America were conflicts of resistance initiated by indigenous peoples against European colonial empires and settler states that occurred in the territory of the continental Viceroyalty of New Spain and British Honduras, as well as their respective successor states. The latter include Mexico, Guatemala, Honduras, Belize, El Salvador, Nicaragua, Costa Rica, and parts of the Southern and Western United States.
Anti-colonial rebellions by the indigenous peoples of Central America had precedence in resistance to the Aztec Empire prior to the Spanish conquest. During the period of Spanish rule, forced labor, the expansion of colonial territory, and the forceful reduction of disparate communities into villages or missions where Christianity was enforced  were common causes of revolt. After independence, continued encroachment on indigenous land rights was the primary cause of conflict. Resistance has persisted into the 21st century, such as with the ongoing Zapatista uprising.",Mexican Indian Wars,1519-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3280731,,,,https://en.wikipedia.org/wiki/List_of_Indigenous_rebellions_in_Mexico_and_Central_America
http://commons.wikimedia.org/wiki/Special:FilePath/Indochine%20fran%C3%A7aise%20%281913%29.jpg,,Franco-Thai War,1940-10-01T00:00:00Z,http://www.wikidata.org/entity/Q780845,,,"['Thailand', ' Vichy France']",https://en.wikipedia.org/wiki/Franco-Thai_War
http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20Ferreira%20Bridge.jpg,"The Liberal Wars (Portuguese: Guerras Liberais), also known as the Portuguese Civil War (Guerra Civil Portuguesa), the War of the Two Brothers (Guerra dos Dois Irmãos) or Miguelite War (Guerra Miguelista), was a war between liberal constitutionalists and conservative absolutists in Portugal over royal succession that lasted from 1828 to 1834. Embroiled parties included the Kingdom of Portugal, Portuguese rebels, the United Kingdom, France, the Catholic Church, and Spain.",Liberal Wars,1828-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1237867,,,"['Miguelista', ' liberals']",https://en.wikipedia.org/wiki/Liberal_Wars
http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20najera%20froissart.jpg,,Caroline War,1369-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3778613,,,"['Kingdom of France', ' Crown of Castile', ' Kingdom of Navarre', ' Kingdom of England', ' Ghent', ' Duchy of Brittany']","https://en.wikipedia.org/wiki/Hundred_Years'_War,_1369–1389"
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Thomas%20Serres%20-%20Port%20Mahon%2C%20Minorca%20with%20British%20Men-of-War%20at%20Anchor%20-%20Google%20Art%20Project.jpg,"In November 1798 a British expedition captured the island of Menorca (historically called ""Minorca"" by the British) from Spain. A large force under General Charles Stuart landed on the island and forced its Spanish garrison to surrender in eight days with only some bloodshed. The British occupied the island for four years, using it as a major naval base, before handing it back to Spain following the Treaty of Amiens.",Capture of Minorca,1798-11-15T00:00:00Z,http://www.wikidata.org/entity/Q5037035,,,"['Spain', ' Great Britain']",https://en.wikipedia.org/wiki/Capture_of_Minorca_(1798)
http://commons.wikimedia.org/wiki/Special:FilePath/Anglo-Mysore%20War%201%20and%202.png,,First Anglo-Mysore War,1767-01-01T00:00:00Z,http://www.wikidata.org/entity/Q617070,,,"['Kingdom of Mysore', ' East India Company', ' Carnatic state', ' Maratha Empire', ' Hyderabad State']",https://en.wikipedia.org/wiki/First_Anglo-Mysore_War
