date,participants,eventLabel,article_en,summary_wikipedia,image,event
1529-01-01T00:00:00Z,"['Sultanate of Dahlak', ' Adal Sultanate', ' Portuguese Empire', ' Ethiopian Empire', ' Ottoman Empire', ' Medri Bahri', ' Ajuuraan state']",Ethiopian–Adal War,https://en.wikipedia.org/wiki/Ethiopian–Adal_War,,http://commons.wikimedia.org/wiki/Special:FilePath/YagbeaSionBattlingAdaSultan.JPG,http://www.wikidata.org/entity/Q2915203
1746-04-20T00:00:00Z,,Jacobite rising of 1745,https://en.wikipedia.org/wiki/Jacobite_rising_of_1745,"The Jacobite rising of 1745, also known as the Forty-five Rebellion or simply the '45 (Scottish Gaelic: Bliadhna Theàrlaich, [ˈpliən̪ˠə ˈhjaːrˠl̪ˠɪç], lit. 'The Year of Charles'), was an attempt by Charles Edward Stuart to regain the British throne for his father, James Francis Edward Stuart. It took place during the War of the Austrian Succession, when the bulk of the British Army was fighting in mainland Europe, and proved to be the last in a series of revolts that began in 1689, with major outbreaks in 1708, 1715 and 1719.
Charles launched the rebellion on 19 August 1745 at Glenfinnan in the Scottish Highlands, capturing Edinburgh and winning the Battle of Prestonpans in September. At a council in October, the Scots agreed to invade England after Charles assured them of substantial support from English Jacobites and a simultaneous French landing in Southern England. On that basis, the Jacobite army entered England in early November, but neither of these assurances proved accurate. On reaching Derby on 4 December, they halted to discuss future strategy.
Similar discussions had taken place at Carlisle, Preston and Manchester and many felt they had gone too far already. The invasion route had been selected to cross areas considered strongly Jacobite in sympathy, but the promised English support failed to materialise. With several government armies marching on their position, they were outnumbered and in danger of being cut off. The decision to retreat was supported by the vast majority, but caused an irretrievable split between Charles and his Scots supporters. Despite victory at Falkirk Muir in January 1746, defeat at Culloden in April ended the Rebellion. Charles escaped to France, but was unable to win support for another attempt, and died in Rome in 1788.",http://commons.wikimedia.org/wiki/Special:FilePath/The%20Battle%20of%20Culloden.jpg,http://www.wikidata.org/entity/Q1049945
1989-12-24T00:00:00Z,,First Liberian Civil War,https://en.wikipedia.org/wiki/First_Liberian_Civil_War,"The First Liberian Civil War was the first in a series of two civil wars within the West African nation of Liberia. It lasted from 1989 to 1997. President Samuel Doe established a regime in 1980 but totalitarianism and corruption led to unpopularity and the withdrawal of support from the United States by the late 1980s. The National Patriotic Front of Liberia (NPFL) led by Charles Taylor invaded Liberia from the Ivory Coast to overthrow Doe in December 1989 and gained control over most of the country within a year. Doe was captured and executed by the Independent National Patriotic Front of Liberia (INPFL), a splinter faction of the NPFL led by Prince Johnson, in September 1990. The NPFL and INPFL fought each other for control of the capital city, Monrovia and against the Armed Forces of Liberia and pro-Doe United Liberation Movement of Liberia for Democracy. Peace negotiations and foreign involvement led to a ceasefire in 1995 but fighting continued until a peace agreement between the main factions occurred in August 1996. Taylor was elected President of Liberia following the 1997 Liberian general election and entered office in August of the same year.
The First Liberian Civil War killed around 200,000 people and eventually led to the involvement of the Economic Community of West African States (ECOWAS) and the United Nations. The peace lasted for two years until the Second Liberian Civil War broke out when anti-Taylor forces invaded Liberia from Guinea in April 1999.",http://commons.wikimedia.org/wiki/Special:FilePath/Un-liberia.png,http://www.wikidata.org/entity/Q1477500
1662-01-01T00:00:00Z,"['Taungoo dynasty', ' Ayutthaya Kingdom']",Burmese–Siamese War (1662–64),https://en.wikipedia.org/wiki/Burmese–Siamese_War_(1662–1664),,,http://www.wikidata.org/entity/Q20991942
1971-12-16T00:00:00Z,"['India', ' Pakistan']",Indo-Pakistani War of 1971,https://en.wikipedia.org/wiki/Indo-Pakistani_War_of_1971,"The Indo-Pakistani War of 1971 or the Third India–Pakistan War was an armed conflict between India and Pakistan that occurred during the Bangladesh Liberation War in East Pakistan from 3 December 1971 to 16 December 1971.
The official de-jure war began with Pakistan airforce-affiliated Operation Chengiz Khan, which consisted of preemptive aerial strikes on 11 Indian air stations resulting in minor damages and the suspension of counter-air operations for a mere few hours. The strikes led to India declaring war on Pakistan, marking its entry into the war for East Pakistan's independence, on the side of Bengali nationalist forces. India's entry expanded the existing conflict, with Indian and Pakistani forces engaging on both the eastern and western fronts.Thirteen days into the war, India had achieved total superiority in East Pakistan, while it also had sufficient superiority in West Pakistan, which later resulted in the Eastern defence of Pakistan signing a joint instrument of surrender, the second-largest in recorded history after the German surrender in World War II on 16 December 1971 in Dhaka. This marked the official end of the conflict and the formation of East Pakistan as the new nation of Bangladesh. Approximately 93,000 Pakistani servicemen were taken prisoner by the Indian Army, including 79,676 to 81,000 uniformed personnel of the Pakistan Armed Forces along with some Bengali soldiers who had remained loyal to Pakistan. The remaining 10,324 to 12,500 prisoners were civilians, either family members of the military personnel or collaborators (Razakars).It is estimated that members of the Pakistani military and supporting pro-Pakistani Islamist militias killed between 300,000 and 3,000,000 civilians in Bangladesh. As a result of the conflict, a further eight to ten million people fled the country to seek refuge in India.During the 1971 Bangladesh war for independence, members of the Pakistani military and supporting pro-Pakistani Islamist militias called the Razakars raped between 200,000 and 400,000 Bangladeshi women and girls in a systematic campaign of genocidal rape.

",http://commons.wikimedia.org/wiki/Special:FilePath/Bangladesh%201971%20Liberation.jpg,http://www.wikidata.org/entity/Q1922071
1999-04-21T00:00:00Z,"['Liberian National Police', ' Movement for Democracy in Liberia', ' Liberians United for Reconciliation and Democracy', ' Anti-Terrorist Unit', ' Armed Forces of Liberia']",Second Liberian Civil War,https://en.wikipedia.org/wiki/Second_Liberian_Civil_War,"The Second Liberian Civil War was a civil war in the West African nation of Liberia that lasted from 1999 to 2003.
President Charles Taylor came to power in 1997 after victory in the First Liberian Civil War which led to two years of peace. The Liberians United for Reconciliation and Democracy (LURD), an anti-Taylor rebel group backed by the government of Guinea, invaded northern Liberia in April 1999. LURD made gradual gains against Taylor in the north and began approaching the capital Monrovia by early 2002. The Movement for Democracy in Liberia (MODEL), a second anti-Taylor rebel group, invaded southern Liberia in early 2003 and quickly conquered most of the south. Taylor, reduced to controlling only a third of Liberia and under pressure from the Siege of Monrovia, resigned in August 2003 and fled to Nigeria. The Accra Comprehensive Peace Agreement was signed by the warring parties a week later, marking the political end of the conflict and beginning Liberia's transition to democracy. The National Transitional Government led by interim President Gyude Bryant  governed the country until the 2005 general election.
The Second Liberian Civil War resulted in the deaths of over 50,000 people and the internal displacement of thousands more. The conflict saw the widespread use of child soldiers by both Taylor and LURD. The United Nations Mission in Liberia was deployed in the country until it was officially withdrawn in 2018.",http://commons.wikimedia.org/wiki/Special:FilePath/Technical%20Liberia.jpg,http://www.wikidata.org/entity/Q1960733
1945-09-13T00:00:00Z,"['United Kingdom', ' France', ' Vietnamese Independence League']",War in Vietnam (1945–1946),https://en.wikipedia.org/wiki/War_in_Vietnam_(1945–1946),"The 1945–46 War in Vietnam, codenamed Operation Masterdom by the British, and also known as the Southern Resistance War (Vietnamese: Nam Bộ kháng chiến) by the Vietnamese, was a post–World War II armed conflict involving a largely British-Indian and French task force and Japanese troops from the Southern Expeditionary Army Group, versus the Vietnamese communist movement, the Viet Minh, for control of the southern half of the country, after the unconditional Japanese surrender.
Western countries recognise three Indochina Wars: the first being France's unsuccessful eight-year conflict with the Viet Minh nationalist forces (1946–1954); the second being the war for control of South Vietnam, featuring an unsuccessful American-led intervention, ending in 1975; finally, the conflict in Cambodia, sparked by the Vietnamese invasion in 1978. This numbering overlooks the brief but significant initial conflict — from 1945 to 1946 —  that grew out of the British occupation force landing at Saigon to receive the surrender of Japanese forces.
The Viet Minh were defeated by the combined British/French/Japanese force, and control of Vietnam was reasserted by the French colonial empire, leading to the First Indochina War.",http://commons.wikimedia.org/wiki/Special:FilePath/RE-OCCUPATION%20OF%20FRENCH%20INDO-CHINA.jpg,http://www.wikidata.org/entity/Q3365438
1866-01-01T00:00:00Z,"['Sioux', ' Cheyennes', ' Red Cloud', ' Crazy Horse', ' Lakota people', ' Arapaho people', ' United States of America']",Red Cloud's War,https://en.wikipedia.org/wiki/Red_Cloud's_War,"Red Cloud's War (also referred to as the Bozeman War or the Powder River War) was an armed conflict between an alliance of the Lakota, Northern Cheyenne, and Northern Arapaho peoples against the United States and the Crow Nation that took place in the Wyoming and Montana territories from 1866 to 1868. The war was fought over control of the western Powder River Country in present north-central Wyoming. 
In 1863, European Americans had blazed the Bozeman Trail through the heart of the traditional territory of the Cheyenne, Arapaho, and Lakota. It was the shortest and easiest route from Fort Laramie and the Oregon Trail to the Montana gold fields. From 1864 to 1866, the trail was traversed by about 3,500 miners, emigrant settlers and others, who competed with the Indians for the diminishing resources near the trail.The United States named the war after Red Cloud, a prominent Oglala Lakota chief allied with the Cheyenne and Arapaho. The United States army had built forts in response to attacks on civilian travelers, using a treaty right to ""establish roads, military and other post"". All three forts were located in 1851 Crow Indian territory and accepted by these Indians. The Crow believed they guarded their interests best by cooperating with the US army.Red Cloud's War consisted mostly of constant small-scale Indian raids and attacks on the soldiers and civilians at the three forts in the Powder River country, wearing down those garrisons. The largest action of the war, the Fetterman Fight (with 81 men killed on the U.S. side), was the worst military defeat suffered by the U.S. on the Great Plains until the Battle of the Little Bighorn in the Crow Indian reservation ten years later. "" ... the most dramatic battles between the army and the Dakota [in the 1860s and 1870s] were on lands those Indians had taken from other tribes since 1851.""With peace achieved under the Treaty of Fort Laramie in 1868, the Lakota and their allies were victorious. They gained legal control of the western Powder River country, took down the forts and permanently closed the Bozeman trail.  The Crow lost their hunting grounds in the Powder River region to their enemies. With the treaty, ""... the [United States] government had in effect betrayed the Crows, who had willingly helped the army to hold the posts for two years"". The victory of the Lakota and their allies endured for eight years until the Great Sioux War of 1876, when the US resumed taking their territories, including the sacred Black Hills. In a 1980 Supreme Court case, United States v. Sioux Nation of Indians, the court ruled that tribal lands covered under the treaty had been taken illegally by the US government, and the tribe was owed compensation plus interest. As of 2018 this amounted to more than $1 billion.",http://commons.wikimedia.org/wiki/Special:FilePath/Red%20Cloud%27s%20War.%20Map%20with%20battle%20fields%20and%20relevant%20Indian%20treaty%20guaranteed%20territories.jpg,http://www.wikidata.org/entity/Q2060306
1643-01-01T00:00:00Z,,Kazakh-Dzungar Wars,https://en.wikipedia.org/wiki/Kazakh–Dzungar_Wars,,,http://www.wikidata.org/entity/Q4208075
1262-01-01T00:00:00Z,"['Kingdom of Scotland', ' Kingdom of Norway (872–1397)']",Scottish–Norwegian War,https://en.wikipedia.org/wiki/Scottish–Norwegian_War,,,http://www.wikidata.org/entity/Q430572
1860-10-26T00:00:00Z,['Redshirts'],Expedition of the Thousand,https://en.wikipedia.org/wiki/Expedition_of_the_Thousand,"The Expedition of the Thousand (Italian: Spedizione dei Mille) was an event of the unification of Italy that took place in 1860. A corps of volunteers led by Giuseppe Garibaldi sailed from Quarto near Genoa and landed in Marsala, Sicily, in order to conquer the Kingdom of the Two Sicilies, ruled by the Spanish House of Bourbon-Two Sicilies.The project was an ambitious and risky venture aiming to conquer, with a thousand men, a kingdom with a larger regular army and a more powerful navy. The expedition was a success and concluded with a plebiscite that brought Naples and Sicily into the Kingdom of Sardinia (also known as Piedmont-Sardinia), the last territorial conquest before the proclamation of the Kingdom of Italy on 17 March 1861.
The sea venture was the only desired action that was jointly decided by the ""four fathers of the nation"" Giuseppe Mazzini, Giuseppe Garibaldi, Victor Emmanuel II, and Camillo Benso, Count of Cavour, pursuing divergent goals. However, the Expedition was instigated by Francesco Crispi, who utilized his political influence to bolster the Italian unification project.The various groups participated in the expedition for a variety of reasons: for Garibaldi, it was to achieve a united Italy; for the Sicilian bourgeoisie, an independent Sicily as part of the Kingdom of Italy, and for common people, land distribution and the end of oppression.
The expedition and the whole enterprise were supported by the British Empire, which wanted to establish a friendly government in Southern Italy, which was becoming of great strategic value because of the imminent opening of the Suez Canal. The Bourbons were considered unreliable due to their increasing openings towards the Russian Empire. The Royal Navy defended the landing party from the Bourbons and donors from the United Kingdom supported the expedition financially with a large part of the money being used to bribe disloyal Bourbon military officers. French and Spanish ships supported the Kingdom of the Two Sicilies during the Siege of Gaeta.",http://commons.wikimedia.org/wiki/Special:FilePath/Nodari%20Giuseppe%2C%20I%20mille%20attraversano%20il%20ponte%20Ammiraglio%20di%20Palermo.jpg,http://www.wikidata.org/entity/Q228284
1674-01-01T00:00:00Z,"['Mataram Sultanate', ' Trunajaya', ' Dutch East India Company']",Trunajaya rebellion,https://en.wikipedia.org/wiki/Trunajaya_rebellion,"The Trunajaya rebellion (also spelled Trunojoyo; Indonesian: Pemberontakan Trunajaya) or Trunajaya War was the ultimately unsuccessful rebellion waged by the Madurese prince Trunajaya and fighters from Makassar against the Mataram Sultanate and its Dutch East India Company (VOC) supporters in Java (in modern-day Indonesia) during the 1670s.
The uprising was initially successful; the rebels gained Gegodog (1676), the majority of Java's north coast (1677), and the capital of Mataram (1677) from the royal army. During the retreat of the royal court, King Amangkurat I died. Amangkurat II, his son and successor, asked the VOC for assistance in exchange for cash payments and territorial concessions. The subsequent engagement of the VOC changed the course of the battle. Trunajaya was driven from Surabaya (1677) by VOC and Mataram forces, who also helped him reclaim lost territory and take control of his new capital at Kediri (1678). However, the uprising persisted until Trunajaya was captured at the end of 1679 and the other rebel leaders were overthrown, killed, or submitted (1679–1680). Amangkurat II personally executed Trunajaya in 1680 while he was a prisoner of the VOC.
After his father's death in 1677, Amangkurat II also faced rival claims to the throne. The most serious rival was his brother Pangeran Puger, who took the capital Plered in 1677 and did not surrender until 1681.

",http://commons.wikimedia.org/wiki/Special:FilePath/Combat%20In%20Trunajaya%20Rebellion%20-%20The%20Crown%20of%20Mataram%20%281890%29.png,http://www.wikidata.org/entity/Q28136838
1531-10-11T00:00:00Z,,Second War of Kappel,https://en.wikipedia.org/wiki/Second_War_of_Kappel,The Second War of Kappel (German: Zweiter Kappelerkrieg) was an armed conflict in 1531 between the Catholic and the Protestant cantons of the Old Swiss Confederacy during the Reformation in Switzerland.,http://commons.wikimedia.org/wiki/Special:FilePath/Schlacht%20bei%20Kappel.jpg,http://www.wikidata.org/entity/Q233594
1948-04-24T00:00:00Z,,Costa Rican Civil War,https://en.wikipedia.org/wiki/Costa_Rican_Civil_War,"The Costa Rican Civil War took place from 12 March to 24 April 1948 (44 days). The conflict began after the Legislative Assembly of Costa Rica, dominated by pro-government representatives, voted on 1 March 1948 to annul the results of the presidential elections of 8 February, alleging that the triumph of opposition candidate Otilio Ulate over the ruling party's Rafael Ángel Calderón Guardia had been achieved by fraud. This triggered an armed uprising led by José Figueres Ferrer, a businessman who had not participated in the elections, against the government of President Teodoro Picado.
The official Costa Rican army was small and ill equipped, and most of the resistance against the insurgents came from the militias of the Communist People's Vanguard Party, which was part of the governing coalition in the Legislative Assembly and had voted to annul the presidential elections.  The rebels commanded by Figueres rapidly defeated the government forces and their Communist allies, forcing President Picado to step down and leave the country along with former president Calderón Guardia.
After the war, Figueres toppled the army and ruled the country for 18 months as head of a provisional government junta, which oversaw the election of a Constitutional Assembly in December. That Assembly adopted the new 1949 constitution, after which the junta was dissolved and power was handed over to Otilio Ulate as the new constitutional president. During the war, approximately 2,000 people are believed to have died, making it the bloodiest event in 20th-century Costa Rican history. Since the end of the conflict in 1949, Costa Rica has experienced some riots, but no political violence even remotely approaching the civil war in severity.",,http://www.wikidata.org/entity/Q3434218
1987-09-11T00:00:00Z,"['France', ' Democratic Revolutionary Council', ' history of Libya under Muammar Gaddafi', "" People's Armed Forces (Chad)"", ' Chadian National Armed Forces']",Toyota War,https://en.wikipedia.org/wiki/Toyota_War,"The Toyota War (Arabic: حرب التويوتا, romanized: Ḥarb al-Tūyūtā, French: Guerre des Toyota) or Great Toyota War, which took place in 1987 in Northern Chad and on the Chad–Libya border, was the last phase of the Chadian–Libyan conflict. It takes its name from the Toyota pickup trucks, primarily the Toyota Hilux and the Toyota Land Cruiser, used to provide mobility for the Chadian troops as they fought against the Libyans, and as technicals. The 1987 war resulted in a heavy defeat for Libya, which, according to American sources, lost one tenth of its army, with 7,500 men killed and US$1.5 billion worth of military equipment destroyed or captured. Chadian forces only suffered 1,000 deaths.The war began with the Libyan occupation of northern Chad in 1983, when Libya's leader Muammar Gaddafi, refusing to recognise the legitimacy of the Chadian President Hissène Habré, militarily supported the attempt by the opposition Transitional Government of National Unity (GUNT) to overthrow Habré. The plan was foiled by the intervention of France which, first with Operation Manta and later with Operation Epervier, limited Libyan expansion to north of the 16th parallel, in the most arid and sparsely inhabited part of Chad.In 1986 the GUNT rebelled against Gaddafi, stripping Libya of its main cover of legitimacy for its military presence in Chad. Seeing an occasion to unify Chad behind him, Habré ordered his forces to pass the 16th parallel so as to link up with the GUNT rebels (who were fighting the Libyans in Tibesti) in December. A few weeks later a bigger force struck at Fada, destroying the local Libyan garrison. In three months, combining methods of guerilla and conventional warfare in a common strategy, Habré was able to retake almost all of northern Chad, and in the following months, inflicted new heavy defeats on the Libyans, until a ceasefire putting an end to the conflict was signed in September. The ceasefire left open the issue of the disputed Aouzou Strip, which was eventually assigned to Chad by the International Court of Justice in 1994.

",,http://www.wikidata.org/entity/Q644589
1065-01-01T00:00:00Z,,War of the Three Sanchos,https://en.wikipedia.org/wiki/War_of_the_Three_Sanchos,"The War of the Three Sanchos (Spanish: Guerra de los Tres Sanchos) was a brief military conflict between three Spanish kingdoms in 1065–1067. The kingdoms were all ruled by Jiménez kings who were first cousins: Sancho II of Castile, Sancho IV of Navarre, and Sancho Ramírez of Aragon, all grandsons of Sancho the Great. The primary source for the war is the thirteenth-century Primera crónica general. 
The brief war was ignited in part by the strife left over from the division of the kingdom of Sancho the Great in 1035. That division had left Navarre with a supremacy over the ""petty kingdoms"" (regula) of Castile and Aragon, but by 1065 Navarre was a vassal of Castile (now joined with the Kingdom of León). In 1065 Ferdinand the Great, the Castilian monarch died and his kingdom was divided between his sons, with the eldest, Sancho, taking Castile. Sancho of Castile was covetous of the lands of Bureba and Alta Rioja. Ferdinand had helped reconquer them from the Caliphate, but then had ceded them to his elder brother García Sánchez III of Navarre, the father of Sancho IV. 
After an initial series of frontier raids, Sancho IV of Navarre asked for an alliance from Sancho Ramírez of Aragon. Most of the war took place in the region of Burgos and La Rioja. The war was also fought over Castile's ability to take part in the Reconquista, a capacity which had been diminished by the division of Ferdinand's kingdom in 1065. Sancho of Castile did try to extend his influence over the Muslim taifa of Zaragoza, which owed him parias. According to the twelfth-century Crónica Najerense, a battle was fought during which campaign his alférez, Rodrigo Díaz de Vivar, defeated his Navarrese counterpart, Jimeno Garcés, and gained the nickname campi doctor or ""master of the field [of battle]"", later to become famous in Spanish literature as el Campeador.Between August and September 1067 Sancho Ramírez led a counterattack against Castile. Tradition is divided over who had the victory, the Chronicle of San Juan de la Peña attributes a rout to the Navarrese and Aragonese at Viana, while the Primera crónica attributes victory to Sancho of Castile. Ramón Menéndez Pidal and Bernard F. Reilly accept the latter tradition, Reilly citing a donation of December 1167 to the monastery of Oña by a Flaino Oriolez dominator Tetelie, a landholder in the Trespaderna district of the upper Ebro Valley. The participation of a Castilian magnate from the Navarrese border in an act by which Sancho formally defined the jurisdiction of the Diocese of Oca (the only bishopric in Castile) strongly suggests that Sancho was in a strong position. The chronicler of San Juan de la Peña, a Navarrese source, wrote that Sancho of Castile was forced to raise the siege of Viana and flee on a horse bedecked only in its halter; that he subsequently convinced Abd ar-Rahman of Huesca to go to war with Aragon; and that Sancho Ramírez eventually made peace with him anyway. 
Castile retook Álava, the Montes de Oca, and Pancorvo, as well as Bureba and Alta Rioja, but the conflict ended in a stalemate 1067 when the death of Sancha of León, Ferdinand's widow, opened the way to war between Ferdinand's sons. The central issue in the conflict, the possession of the border territories, was resolved in 1076 when Sancho IV of Navarre was assassinated by his own brother and his kingdom partitioned between Sancho Ramírez of Aragon, who became king of Navarre as Sancho V, and Alfonso VI of León and Castile, who received the disputed lands.",http://commons.wikimedia.org/wiki/Special:FilePath/Navaro-dum-1037.png,http://www.wikidata.org/entity/Q1218354
1277-01-01T00:00:00Z,"['Yuan dynasty', ' Pagan Kingdom']",First Mongol invasion of Burma,https://en.wikipedia.org/wiki/First_Mongol_invasion_of_Burma,"The first Mongol invasions of Burma (Myanmar) (Burmese: မွန်ဂို–မြန်မာ စစ် (၁၂၇၇–၁၂၈၇); Chinese: 元緬戰爭) were a series of military conflicts between Kublai Khan's Yuan dynasty, a division of the Mongol Empire, and the Pagan Empire took place between 1277 and 1287. The invasions toppled the 250-year-old Pagan Empire, and the Mongol army seized Pagan territories in present-day Dehong, Yunnan and northern Burma to Tagaung. The invasions ushered in 250 years of political fragmentation in Burma and the rise of ethnic Tai-Shan states throughout mainland Southeast Asia.
The Mongols first demanded tribute from Pagan in 1271–72, as part of their drive to encircle the Song dynasty of China. When King Narathihapate refused, Emperor Kublai Khan himself sent another mission in 1273, again demanding tribute. It too was rejected. In 1275, the emperor ordered the Yunnan government to secure the borderlands in order to block an escape path for the Song, and permitted a limited border war if Pagan contested. Pagan did contest but its army was driven back at the frontier by the Mongol Army in 1277–78. After a brief lull, Kublai Khan in 1281 turned his attention to Southeast Asia, demanding tribute from Pagan, the Khmer Empire, Đại Việt and Champa. When the Burmese king again refused, the emperor ordered an invasion of northern Burma. Two dry season campaigns (1283–1285) later, the Mongols had occupied down to Tagaung and Hanlin, forcing the Burmese king to flee to Lower Burma. The Mongols organized northern Burma as the province of Zhengmian.
Ceasefire negotiations began in 1285, and ended with Narathihapate finally agreeing to submit in June 1286. The Burmese embassy, received by the emperor in Beijing in January 1287, agreed to a treaty that acknowledged the suzerainty of the Mongol Empire over the Pagan Empire and annual payments in taxes to the Yunnan government in exchange for the evacuation of Mongol troops from northern Burma. But the treaty never really took effect as Narathihapate was assassinated in July 1287, and no authority who could honor the treaty emerged. The Mongol command at Yunnan now deemed the imperial order to withdraw void, and ordered an invasion of central Burma. They may not have reached Pagan, and even if they did, after having suffered heavy casualties, they returned to Tagaung.
The Pagan Empire disintegrated and anarchy ensued. The Mongols, who probably preferred the situation, did nothing to restore order in the next ten years. In March 1297, they accepted the voluntary submission of King Kyawswa of Pagan although he controlled little beyond the capital city of Pagan (Bagan). But Kyawswa was overthrown nine months later, and the Mongols were forced to intervene, leading to their second invasion in 1300–01.
Marco Polo reported the first invasions (1277–87) in his travelogue, Il Milione. The Burmese referred to the invaders as the Taruk (after the central Asian Turkic troops that largely made up the Mongol invasion army); today, the term Taruk (တရုတ်) refers to the Han Chinese instead. King Narathihapate is unkindly remembered in Burmese history as Taruk-Pye Min, (""the King who Fled from the Taruk"").

",http://commons.wikimedia.org/wiki/Special:FilePath/Mongol%20invasions%20of%20Burma%20%281277-87%29.png,http://www.wikidata.org/entity/Q531916
2009-01-31T00:00:00Z,,Somali Civil War 2009-present,https://en.wikipedia.org/wiki/Somali_Civil_War_(2009–present),"The Somali Civil War (2009–present) is the ongoing phase of the Somali Civil War which is concentrated in southern and central Somalia. It began in late January 2009 with the conflict mainly between the forces of the Federal Government of Somalia assisted by African Union peacekeeping troops and al-Qaeda aligned al-Shabaab militants.The conflict began in January 2009 when Ethiopian troops withdrew from Somalia, providing al-Shabaab with a power vacuum in the country in which to expand. The Islamists achieved arguably their largest success to date with the capture of Baidoa, the interim capital of the Transitional Federal Government (TFG). Al-Shabaab continued the conflict against the TFG and AMISOM throughout 2010, enjoying greater success when fighting the government forces. Local support for the organisation continued to grow, helped in part by the relatively successful law enforcement and justice system introduced in areas governed by al-Shabaab.The Kenyan invasion of southern Somalia, Operation Linda Nchi, began in October 2011. The Kenyan government had become concerned by the growing refugee crisis and instability along its porous northern border, and intended to create a buffer-zone to prevent over-spill of the conflict into Kenyan territory. Al-Shabaab came under increasing pressure from the Kenyan intervention, which joined TFG and AMISOM troops in attacking the group. This combination challenged al-Shabaab's position in the south and drove the Islamists from the important port city of Kismayo. Somalia suffered a severe famine during 2011, further weakening al-Shabaab.Despite the growing challenges, al-Shabaab still controls large swarths of territory in southern Somalia. It remains influential in many rural areas, and it now prioritizes guerrilla and terror attacks over territorial acquisitions. The Islamic State in Somalia (ISS) and Hizbul Islam have also carried out attacks against both factions. In 2013 Hizbul Islam renounced violence against the government, but as of 2023, ISS remains active in northern Somalia.

",http://commons.wikimedia.org/wiki/Special:FilePath/Feb%202023%20SSC%20Khatumo%20victory%20in%20battle%20for%20Las%20Anod.png,http://www.wikidata.org/entity/Q1052332
1807-09-02T00:00:00Z,"['Russian Empire', ' United Kingdom of Great Britain and Ireland']",Anglo-Russian War (1807–1812),https://en.wikipedia.org/wiki/Anglo-Russian_War_(1807–1812),,http://commons.wikimedia.org/wiki/Special:FilePath/Opyt%20and%20Salsette.jpg,http://www.wikidata.org/entity/Q2441248
1432-08-01T00:00:00Z,,Lithuanian Civil War of 1432–1438,https://en.wikipedia.org/wiki/Lithuanian_Civil_War_(1432–1438),"The Lithuanian Civil War of 1432–1438 was a war of succession to the throne of the Grand Duchy of Lithuania, after Vytautas the Great died in 1430 without leaving an heir.  The war was fought on the one side by Švitrigaila, allied with the Teutonic Knights, and on the other by Sigismund Kęstutaitis, backed by the Kingdom of Poland. The war threatened to sever the Union of Krewo, the personal union between Poland and Lithuania. Švitrigaila's alliance with the Grand Master of the Teutonic Order, Paul von Rusdorf, launched the Polish–Teutonic War (1431–1435) but failed to secure victory for Švitrigaila.When Sigismund seized power in Lithuania by staging a coup in 1432, Lithuania split into two opposing camps, and there began three years of devastating hostilities. To prevent the Knights from continuing their support of Švitrigaila, Poland backed a Hussite invasion of Prussia in 1433. The war ended in a decisive defeat for Švitrigaila and his ally, the Livonian branch of the Teutonic Knights, at the Battle of Wiłkomierz in September 1435. Švitrigaila eventually surrendered in 1437; Sigismund Kęstutaitis ruled Lithuania for only eight years before he was assassinated in 1440.",http://commons.wikimedia.org/wiki/Special:FilePath/Vilkamir%20battle%20monument%20%E2%80%94%20%D0%9F%D0%BE%D0%BC%D0%BD%D1%96%D0%BA%20%D0%B1%D1%96%D1%82%D0%B2%D1%8B%20%D0%BF%D0%B0%D0%B4%20%D0%92%D1%96%D0%BB%D1%8C%D0%BA%D0%B0%D0%BC%D1%96%D1%80%D0%B0%D0%BC.Jpg,http://www.wikidata.org/entity/Q2669939
0051-01-01T00:00:00Z,"['Kingdom of Armenia', ' Kingdom of Iberia']",Iberian–Armenian War,https://en.wikipedia.org/wiki/Iberian–Armenian_War,"The war between the kingdoms of Iberia and Armenia (AD 51) is known chiefly through its description in Tacitus' Annals.The war took place as a delicate balance of power between the Roman and Parthian empires was in place in the Caucasus. Rome was then ruled by Claudius, Parthia by Vologases I. Two Iberian brothers then ruled the Caucasian kingdoms, Pharasmanes I in Iberia, Mithridates in Armenia. They were both dependent on Roman support, which had installed Mithridates on the Armenian throne in 35 AD. However, 15 years later, trust between the brothers had deteriorated, which Tacitus blames on the intrigues of Pharasmanes' son Rhadamistus.
Fearing usurpation by Rhadamistus, his father convinced him to make war upon his uncle and claim the Armenian throne for himself. The Iberians invaded with a large army and surrounded Mithridates at the fortress of Gorneas (Garni), which was garrisoned by the Romans under the command of Caelius Pollio, a prefect, and Casperius, a centurion. Rhadamistus was unable to take the fortress by assault or by siege. Pollio, swayed by bribery from Rhadamistus, betrayed Mithridates and induced the Roman soldiers to threaten the capitulation of the garrison. Under this threat, Mithridates left the fortress in order to make peace with Rhadamistus. Rhadamistus then executed Mithridates and his sons, despite a promise of non-violence, and became King of Armenia. Of this usurpation, Tacitus wrote ""Rhadamistus might retain his ill-gotten gains, as long as he was hated and infamous; for this was more to Rome's interest than for him to have succeeded with glory"". 
However, faced with this upset of the regional balance and fearing that Armenia and Iberia would unite as a single powerful kingdom in the hands of Rhadamistus, Tiridates entered Armenia with Parthian support in 53 AD. After two years of war, the Armenian nobility revolted and replaced Rhadamistus with the Arsacid prince Tiridates. This was unacceptable to Rome, and started the Roman–Parthian War of 58–63.",,http://www.wikidata.org/entity/Q7968589
